fastestLap;rank;fastestLapTime;fastestLapSpeed;resultId
26;13;1:54.335;220.530;23192
25;11;1:53.803;221.561;23193
37;3;1:52.081;224.965;23194
41;6;1:53.251;222.641;23195
26;16;1:55.734;217.865;23196
31;17;1:56.152;217.081;23197
4;18;1:56.588;216.269;23198
2;19;2:15.255;186.421;23199
26;9;1:26.599;240.820;23203
27;4;1:26.303;241.646;23204
48;5;1:26.310;241.626;23205
50;3;1:26.016;242.452;23206
52;2;1:25.919;242.726;23207
46;10;1:26.708;240.517;23208
50;8;1:26.405;241.361;23209
40;12;1:26.920;239.930;23210
50;7;1:26.400;241.375;23211
40;13;1:26.954;239.837;23212
50;15;1:27.227;239.086;23213
40;6;1:26.354;241.503;23214
42;14;1:27.106;239.418;23215
51;1;1:25.340;244.373;23216
41;11;1:26.751;240.398;23217
37;19;1:28.552;235.509;23218
52;16;1:27.618;238.019;23219
51;18;1:28.534;235.556;23220
35;17;1:28.037;236.886;23221
18;20;1:28.723;235.055;23222
4;21;1:31.361;228.268;23223
38;6;1:50.296;165.318;23225
49;1;1:47.187;170.113;23226
52;3;1:47.752;169.221;23227
51;4;1:48.204;168.515;23228
45;2;1:47.345;169.863;23229
46;5;1:49.050;167.207;23230
49;12;1:51.249;163.902;23231
34;15;1:51.517;163.508;23232
39;9;1:50.944;164.353;23233
44;8;1:50.858;164.480;23234
39;11;1:51.075;164.159;23235
53;14;1:51.455;163.599;23236
41;17;1:51.683;163.265;23237
56;7;1:50.532;164.965;23238
36;19;1:51.777;163.128;23239
40;20;1:52.021;162.773;23240
27;10;1:50.963;164.325;23241
47;18;1:51.748;163.170;23242
18;16;1:51.631;163.341;23243
17;13;1:51.368;163.727;23244
44;3;1:37.449;204.771;23247
44;2;1:37.376;204.925;23248
44;1;1:36.424;206.948;23249
47;4;1:37.466;204.736;23250
53;9;1:39.199;201.159;23251
51;11;1:39.328;200.898;23252
44;6;1:38.291;203.017;23253
43;5;1:37.793;204.051;23254
51;8;1:38.740;202.094;23255
53;12;1:39.350;200.853;23256
44;10;1:39.243;201.070;23257
55;14;1:39.781;199.985;23258
53;16;1:39.920;199.707;23259
43;15;1:39.798;199.951;23260
55;13;1:39.653;200.242;23261
45;18;1:41.467;196.662;23262
43;17;1:40.490;198.574;23263
31;7;1:38.595;202.391;23264
37;19;1:41.775;196.067;23265
3;21;1:43.379;193.025;23266
7;20;1:42.142;195.363;23267
31;5;1:36.049;217.651;23269
43;6;1:36.386;216.890;23270
36;2;1:35.152;219.703;23271
36;1;1:35.118;219.781;23272
33;4;1:35.990;217.785;23273
36;3;1:35.511;218.877;23274
31;7;1:36.756;216.061;23275
39;10;1:37.351;214.740;23276
35;14;1:37.785;213.787;23277
33;15;1:37.844;213.658;23278
32;8;1:37.020;215.473;23279
43;16;1:37.978;213.366;23280
25;11;1:37.597;214.199;23281
27;18;1:38.036;213.240;23282
28;21;1:38.496;212.244;23283
29;19;1:38.208;212.866;23284
41;12;1:37.723;213.923;23285
39;9;1:37.177;215.124;23286
28;22;1:38.544;212.140;23287
30;13;1:37.775;213.809;23288
33;20;1:38.380;212.494;23289
39;17;1:38.000;213.318;23290
45;4;1:42.386;193.842;23291
34;3;1:41.897;194.773;23292
51;7;1:42.555;193.523;23293
55;1;1:39.877;198.712;23294
36;10;1:43.502;191.752;23295
33;8;1:42.832;193.002;23296
33;9;1:43.414;191.915;23297
33;12;1:43.925;190.972;23298
37;15;1:44.468;189.979;23299
35;14;1:44.335;190.221;23300
45;6;1:42.475;193.674;23301
48;17;1:44.730;189.504;23302
18;16;1:44.724;189.515;23303
19;19;1:45.140;188.765;23304
55;13;1:44.117;190.620;23305
34;18;1:44.977;189.058;23306
36;21;1:45.451;188.208;23307
46;11;1:43.585;191.599;23308
26;2;1:41.841;194.880;23309
28;5;1:42.424;193.770;23310
15;20;1:45.364;188.364;23311
66;4;1:22.596;187.592;23313
43;5;1:22.792;187.148;23314
53;1;1:21.134;190.972;23315
66;6;1:22.887;186.934;23316
61;2;1:22.497;187.817;23317
47;3;1:22.512;187.783;23318
50;9;1:23.288;186.034;23319
65;11;1:23.540;185.472;23320
64;12;1:23.576;185.392;23321
62;13;1:23.607;185.324;23322
65;18;1:24.340;183.713;23323
70;17;1:23.777;184.948;23324
69;16;1:23.668;185.189;23325
64;20;1:24.574;183.205;23326
58;15;1:23.657;185.213;23327
52;19;1:24.467;183.437;23328
53;7;1:23.146;186.351;23329
59;14;1:23.618;185.299;23330
63;10;1:23.456;185.659;23331
53;8;1:23.278;186.056;23332
43;21;1:24.964;182.364;23333
44;3;1:25.639;181.137;23335
47;6;1:26.222;179.912;23336
67;1;1:25.305;181.846;23337
41;11;1:27.093;178.113;23338
70;5;1:26.195;179.968;23339
38;13;1:27.153;177.990;23340
69;8;1:26.728;178.862;23341
42;2;1:25.532;181.363;23342
70;15;1:27.547;177.189;23343
70;12;1:27.104;178.090;23344
70;4;1:26.062;180.246;23345
47;16;1:27.796;176.686;23346
42;14;1:27.476;177.333;23347
69;7;1:26.524;179.284;23348
69;18;1:27.919;176.439;23349
38;10;1:26.983;178.338;23350
43;17;1:27.805;176.668;23351
39;9;1:26.767;178.782;23352
11;21;1:34.334;164.441;23353
12;19;1:28.847;174.596;23354
11;20;1:31.265;169.970;23355
37;5;1:45.137;190.174;23357
33;9;1:45.261;189.950;23358
43;1;1:43.729;192.756;23359
36;7;1:45.187;190.084;23360
29;3;1:44.889;190.624;23361
35;6;1:45.163;190.127;23362
31;13;1:45.949;188.717;23363
30;8;1:45.249;189.972;23364
33;10;1:45.675;189.206;23365
50;2;1:44.495;191.343;23366
45;4;1:44.970;190.477;23367
45;12;1:45.928;188.754;23368
46;15;1:46.189;188.290;23369
26;14;1:46.145;188.368;23370
40;16;1:46.216;188.242;23371
44;17;1:46.287;188.117;23372
46;11;1:45.715;189.134;23373
30;18;1:46.591;187.580;23374
13;21;1:48.752;183.853;23375
4;22;1:48.753;183.851;23376
4;19;1:47.837;185.413;23377
4;20;1:48.601;184.108;23378
53;3;1:26.638;220.351;23379
44;6;1:27.033;219.351;23380
56;2;1:26.593;220.465;23381
56;1;1:26.538;220.605;23382
43;5;1:26.964;219.525;23383
49;9;1:28.045;216.830;23384
56;10;1:28.336;216.115;23385
53;8;1:27.677;217.740;23386
51;4;1:26.711;220.165;23387
55;11;1:28.475;215.776;23388
55;12;1:28.486;215.749;23389
51;13;1:29.052;214.378;23390
53;15;1:29.440;213.448;23391
48;17;1:30.077;211.938;23392
46;7;1:27.568;218.011;23393
38;14;1:29.389;213.569;23394
21;16;1:29.447;213.431;23395
18;19;1:32.052;207.391;23396
6;20;1:32.195;207.069;23397
12;18;1:30.183;211.689;23398
44;1;1:35.378;205.745;23399
40;2;1:35.423;205.648;23400
31;7;1:36.722;202.886;23401
36;8;1:36.791;202.741;23402
42;4;1:36.003;204.406;23403
41;3;1:35.849;204.734;23404
30;10;1:37.398;201.478;23405
35;11;1:37.528;201.209;23406
55;6;1:36.531;203.288;23407
55;9;1:37.036;202.230;23408
50;12;1:37.551;201.162;23409
36;13;1:38.015;200.210;23410
47;14;1:38.181;199.871;23411
50;5;1:36.511;203.330;23412
50;16;1:39.732;196.763;23413
31;15;1:39.496;197.230;23414
18;17;1:40.090;196.059;23415
15;18;1:41.460;193.412;23416
36;4;1:33.826;207.652;23419
46;1;1:32.798;209.952;23420
33;5;1:34.087;207.076;23421
55;3;1:33.720;207.887;23422
42;2;1:33.495;208.387;23423
39;6;1:34.256;206.705;23424
39;7;1:34.609;205.933;23425
33;8;1:34.948;205.198;23426
40;12;1:35.372;204.286;23427
39;11;1:35.179;204.700;23428
43;17;1:36.786;201.301;23429
45;9;1:34.985;205.118;23430
43;13;1:35.552;203.901;23431
47;14;1:35.595;203.809;23432
35;10;1:35.086;204.900;23433
8;18;1:38.026;198.755;23434
10;15;1:36.303;202.311;23435
4;16;1:36.681;201.520;23436
6;19;1:38.718;197.362;23437
49;3;1:37.367;216.221;23439
49;2;1:37.312;216.343;23440
49;1;1:36.844;217.388;23441
18;6;1:38.398;213.955;23442
47;8;1:38.429;213.888;23443
51;9;1:38.661;213.385;23444
50;10;1:38.745;213.203;23445
52;7;1:38.418;213.912;23446
45;4;1:38.232;214.317;23447
51;11;1:38.858;212.960;23448
50;12;1:38.870;212.934;23449
50;5;1:38.300;214.168;23450
40;13;1:39.566;211.445;23451
47;14;1:39.790;210.971;23452
48;15;1:39.835;210.875;23453
37;16;1:40.922;208.604;23454
4;17;1:42.285;205.824;23455
64;1;1:23.593;200.471;23459
43;2;1:23.674;200.277;23460
40;3;1:23.686;200.248;23461
51;7;1:25.755;195.417;23462
40;11;1:26.276;194.237;23463
56;15;1:26.703;193.280;23464
61;9;1:26.186;194.439;23465
58;14;1:26.476;193.787;23466
37;8;1:25.976;194.914;23467
50;17;1:26.871;192.906;23468
60;10;1:26.213;194.379;23469
64;4;1:23.894;199.752;23470
64;13;1:26.472;193.796;23471
15;12;1:26.371;194.023;23472
44;6;1:24.843;197.517;23473
50;16;1:26.838;192.980;23474
28;5;1:24.696;197.860;23475
14;18;1:27.554;191.401;23476
38;2;1:15.238;159.669;23479
39;3;1:15.527;159.058;23480
51;4;1:15.756;158.577;23481
22;9;1:16.439;157.160;23482
56;8;1:16.329;157.387;23483
39;14;1:16.649;156.730;23484
54;5;1:15.825;158.433;23485
45;18;1:17.095;155.823;23486
50;12;1:16.543;156.947;23487
44;7;1:16.313;157.420;23488
55;13;1:16.614;156.801;23489
52;10;1:16.482;157.072;23490
76;1;1:14.820;160.561;23491
43;11;1:16.539;156.955;23492
71;6;1:16.075;157.912;23493
45;15;1:16.665;156.697;23494
39;16;1:16.829;156.362;23495
47;17;1:16.912;156.194;23496
25;20;1:18.034;153.948;23497
13;19;1:17.885;154.242;23498
64;1;1:14.551;210.588;23499
65;5;1:15.894;206.862;23500
67;8;1:16.165;206.126;23501
70;2;1:14.719;210.115;23502
62;11;1:16.367;205.580;23503
68;9;1:16.247;205.904;23504
59;3;1:15.388;208.250;23505
64;7;1:16.136;206.204;23506
64;6;1:15.979;206.630;23507
58;15;1:16.949;204.026;23508
64;12;1:16.704;204.677;23509
65;10;1:16.341;205.650;23510
50;16;1:16.995;203.904;23511
69;14;1:16.774;204.491;23512
66;17;1:17.091;203.650;23513
63;4;1:15.853;206.974;23514
33;13;1:16.713;204.653;23515
9;18;1:17.187;203.396;23516
46;4;1:44.882;206.048;23519
51;3;1:43.925;207.946;23520
44;5;1:45.108;205.605;23521
47;1;1:43.441;208.919;23522
46;2;1:43.469;208.862;23523
39;9;1:45.634;204.581;23524
45;11;1:46.312;203.277;23525
46;10;1:45.866;204.133;23526
49;6;1:45.168;205.488;23527
46;15;1:47.120;201.743;23528
45;16;1:47.186;201.619;23529
45;13;1:46.648;202.636;23530
45;14;1:46.831;202.289;23531
44;7;1:45.542;204.760;23532
37;8;1:45.588;204.670;23533
10;17;1:47.340;201.330;23534
9;19;1:48.536;199.111;23535
10;12;1:46.398;203.112;23536
9;18;1:48.394;199.372;23537
5;20;1:51.673;193.518;23538
51;5;1:07.847;229.115;23542
69;4;1:07.496;230.306;23543
69;2;1:07.442;230.491;23544
69;1;1:07.411;230.597;23545
68;3;1:07.486;230.341;23546
65;10;1:08.590;226.633;23547
58;9;1:08.470;227.030;23548
68;12;1:08.659;226.405;23549
49;7;1:08.419;227.200;23550
67;13;1:08.777;226.017;23551
64;11;1:08.652;226.428;23552
67;8;1:08.422;227.190;23553
64;14;1:09.043;225.146;23554
60;16;1:09.241;224.502;23555
56;17;1:09.284;224.363;23556
57;6;1:08.061;228.395;23557
42;15;1:09.150;224.798;23558
23;18;1:10.402;220.800;23559
48;1;1:30.621;234.025;23562
46;3;1:30.905;233.294;23563
44;4;1:31.517;231.733;23564
51;2;1:30.678;233.878;23565
47;6;1:31.874;230.833;23566
43;8;1:32.577;229.080;23567
38;5;1:31.872;230.838;23568
39;15;1:33.521;226.768;23569
42;14;1:33.504;226.809;23570
39;16;1:33.562;226.668;23571
43;13;1:33.464;226.906;23572
41;9;1:32.683;228.818;23573
45;7;1:32.290;229.793;23574
30;10;1:33.119;227.747;23575
29;17;1:33.594;226.591;23576
44;12;1:33.400;227.062;23577
34;11;1:33.342;227.203;23578
22;18;1:34.263;224.983;23579
69;4;1:20.807;195.176;23582
70;2;1:20.461;196.015;23583
68;6;1:21.214;194.198;23584
66;5;1:20.818;195.149;23585
44;3;1:20.490;195.944;23586
69;1;1:20.182;196.697;23587
67;11;1:21.871;192.639;23588
68;14;1:22.105;192.090;23589
60;15;1:22.431;191.330;23590
44;12;1:21.960;192.430;23591
42;9;1:21.631;193.206;23592
68;7;1:21.589;193.305;23593
67;13;1:22.100;192.102;23594
53;16;1:22.830;190.409;23595
50;18;1:23.573;188.716;23596
66;10;1:21.752;192.920;23597
61;8;1:21.611;193.253;23598
49;17;1:23.242;189.466;23599
19;19;1:24.702;186.201;23600
35;2;1:46.603;236.526;23602
41;1;1:46.577;236.583;23603
44;3;1:47.549;234.445;23604
36;5;1:47.730;234.051;23605
37;4;1:47.721;234.071;23606
39;7;1:48.922;231.490;23607
37;8;1:49.087;231.140;23608
37;11;1:49.637;229.980;23609
37;14;1:49.721;229.804;23610
39;13;1:49.709;229.829;23611
41;16;1:50.543;228.095;23612
39;12;1:49.708;229.831;23613
44;10;1:49.283;230.725;23614
44;15;1:49.907;229.415;23615
36;9;1:49.126;231.057;23616
25;17;1:50.775;227.618;23617
27;6;1:48.300;232.819;23618
12;19;1:51.720;225.692;23619
5;18;1:51.022;227.111;23620
50;2;1:23.488;249.793;23622
53;3;1:23.488;249.095;23623
51;4;1:23.897;248.576;23624
49;1;1:23.361;250.174;23625
43;8;1:25.054;245.194;23626
53;11;1:25.054;243.482;23627
51;10;1:25.625;243.559;23628
30;9;1:25.477;243.981;23629
48;6;1:24.968;245.442;23630
48;5;1:24.351;247.238;23631
48;15;1:26.037;242.393;23632
43;14;1:25.894;242.796;23633
46;16;1:26.131;242.128;23634
46;17;1:26.210;241.906;23635
48;7;1:25.020;245.292;23636
47;18;1:26.547;240.965;23637
44;13;1:25.871;242.861;23638
20;20;1:27.663;237.897;23639
30;19;1:26.912;239.953;23640
27;12;1:25.752;243.198;23641
55;1;1:45.008;173.643;23642
57;2;1:45.301;173.160;23643
54;3;1:45.405;172.989;23644
52;4;1:46.537;171.151;23645
52;7;1:46.731;170.840;23646
52;5;1:46.722;170.855;23647
57;6;1:46.722;170.855;23648
55;9;1:47.512;169.599;23649
54;11;1:47.637;169.402;23650
52;12;1:47.677;169.339;23651
58;8;1:47.055;170.323;23652
56;14;1:49.061;167.190;23653
44;10;1:47.585;169.484;23654
37;13;1:48.011;168.816;23655
35;15;1:52.496;162.085;23656
10;16;2:10.512;139.711;23657
6;17;2:13.579;136.503;23658
50;4;1:34.467;211.235;23662
48;3;1:34.452;211.269;23663
55;5;1:34.770;210.560;23664
41;1;1:34.080;212.104;23665
44;6;1:35.284;209.424;23666
32;7;1:35.591;208.751;23667
49;9;1:35.931;208.012;23668
46;12;1:36.627;206.513;23669
44;14;1:36.944;205.838;23670
36;15;1:37.075;205.560;23671
11;11;1:36.501;206.783;23672
46;18;1:37.192;205.313;23673
49;8;1:35.796;208.305;23674
45;16;1:37.170;205.359;23675
45;17;1:37.186;205.325;23676
52;2;1:34.266;211.686;23677
53;10;1:36.395;207.010;23678
54;13;1:36.630;206.507;23679
27;19;1:38.123;203.365;23680
43;6;1:33.780;222.917;23682
51;5;1:33.730;223.036;23683
52;3;1:33.694;223.122;23684
50;1;1:33.144;224.439;23685
50;2;1:33.175;224.364;23686
50;11;1:34.843;220.419;23687
23;10;1:34.744;220.649;23688
50;13;1:35.338;219.274;23689
50;14;1:35.347;219.253;23690
50;16;1:35.943;217.891;23691
45;12;1:35.111;219.797;23692
50;7;1:34.095;222.171;23693
45;8;1:34.533;221.141;23694
49;4;1:33.724;223.050;23695
27;17;1:36.430;216.791;23696
37;9;1:34.548;221.106;23697
28;15;1:35.883;218.028;23698
7;18;1:38.596;212.028;23699
2;19;2:06.457;165.314;23700
48;5;1:38.776;200.927;23702
51;1;1:37.766;203.003;23703
42;6;1:38.809;200.860;23704
39;4;1:38.060;202.394;23705
54;2;1:37.767;203.001;23706
53;13;1:40.499;197.482;23707
43;12;1:40.462;197.555;23708
14;14;1:40.851;196.793;23709
36;10;1:40.131;198.208;23710
19;15;1:40.971;196.559;23711
38;7;1:39.666;199.133;23712
27;11;1:40.349;197.777;23713
47;8;1:39.979;198.509;23714
36;17;1:41.259;196.000;23715
42;16;1:41.041;196.423;23716
51;3;1:37.893;202.739;23717
21;18;1:41.537;195.463;23718
14;9;1:40.102;198.265;23719
2;20;1:47.073;185.357;23720
2;19;1:44.270;190.340;23721
65;2;1:18.892;196.400;23722
70;3;1:19.374;195.207;23723
59;6;1:20.054;193.549;23724
68;1;1:18.785;196.666;23725
67;9;1:20.946;191.416;23726
53;12;1:21.062;191.142;23727
54;4;1:19.929;193.852;23728
68;14;1:21.214;190.784;23729
69;5;1:19.945;193.813;23730
50;11;1:21.014;191.255;23731
55;13;1:21.136;190.968;23732
66;10;1:20.972;191.355;23733
70;8;1:20.859;191.622;23734
56;16;1:21.638;189.793;23735
64;7;1:20.345;192.848;23736
34;15;1:21.360;190.442;23737
54;17;1:21.686;189.682;23738
28;19;1:22.572;187.647;23739
18;18;1:21.691;189.670;23740
4;20;1:22.789;187.155;23741
63;7;1:12.539;213.849;23742
58;5;1:12.466;214.064;23743
61;6;1:12.492;213.987;23744
63;2;1:11.845;215.914;23745
64;1;1:11.044;218.349;23746
71;4;1:12.029;215.363;23747
60;11;1:13.452;211.190;23748
57;10;1:13.451;211.193;23749
61;8;1:13.052;212.347;23750
57;15;1:13.758;210.314;23751
67;13;1:13.625;210.694;23752
61;9;1:13.323;211.562;23753
70;14;1:13.666;210.577;23754
60;17;1:14.812;207.351;23755
66;12;1:13.532;210.961;23756
69;3;1:11.862;215.863;23757
29;16;1:14.658;207.779;23758
52;1;1:40.650;198.652;23762
51;3;1:41.473;197.041;23763
5;2;1:40.770;198.416;23764
53;7;1:42.338;195.376;23765
43;5;1:42.028;195.969;23766
53;8;1:42.376;195.303;23767
52;11;1:42.689;194.708;23768
47;10;1:42.609;194.860;23769
26;4;1:43.378;193.410;23770
45;13;1:43.026;194.071;23771
51;9;1:42.437;195.187;23772
50;20;1:43.986;192.279;23773
50;19;1:43.928;192.387;23774
50;17;1:43.867;192.500;23775
52;18;1:43.897;192.444;23776
33;16;1:43.844;192.542;23777
36;15;1:43.567;193.057;23778
52;6;1:42.324;195.402;23779
26;14;1:43.378;193.410;23780
13;12;1:42.757;194.579;23781
53;4;1:26.469;220.782;23782
50;3;1:26.444;220.845;23783
57;2;1:26.373;221.027;23784
54;1;1:25.945;222.128;23785
57;7;1:26.978;219.489;23786
54;5;1:26.880;219.737;23787
57;9;1:27.081;219.230;23788
54;8;1:27.019;219.386;23789
57;6;1:26.958;219.540;23790
51;12;1:27.944;217.079;23791
51;11;1:27.633;217.849;23792
57;10;1:27.600;217.931;23793
56;15;1:28.759;215.085;23794
55;14;1:28.511;215.688;23795
57;13;1:28.176;216.507;23796
23;16;1:28.805;214.974;23797
21;17;1:29.534;213.224;23798
13;18;1:30.649;210.601;23799
4;19;1:32.210;207.036;23800
3;20;1:32.573;206.224;23801
21;7;1:34.453;206.274;23802
22;1;1:33.740;207.842;23803
51;2;1:33.953;207.371;23804
46;11;1:34.863;205.382;23805
29;5;1:34.327;206.549;23806
50;9;1:34.667;205.807;23807
47;4;1:34.168;206.898;23808
30;16;1:35.131;204.803;23809
26;15;1:35.093;204.885;23810
38;12;1:35.043;204.993;23811
35;18;1:35.535;203.937;23812
35;14;1:35.075;204.924;23813
44;10;1:34.689;205.759;23814
40;13;1:35.058;204.961;23815
47;3;1:34.053;207.151;23816
32;17;1:35.266;204.513;23817
42;8;1:34.563;206.034;23818
22;6;1:34.337;206.527;23819
55;1;1:35.785;204.871;23822
50;6;1:36.987;202.332;23823
48;3;1:36.456;203.446;23824
20;4;1:36.878;202.559;23825
50;2;1:36.206;203.974;23826
56;5;1:36.881;202.553;23827
56;7;1:37.234;201.818;23828
24;9;1:37.479;201.311;23829
54;11;1:37.754;200.744;23830
54;14;1:38.152;199.930;23831
47;12;1:37.985;200.271;23832
54;10;1:37.673;200.911;23833
54;13;1:38.137;199.961;23834
54;17;1:38.500;199.224;23835
47;18;1:38.624;198.973;23836
52;16;1:38.386;199.455;23837
51;8;1:37.410;201.453;23838
54;15;1:38.367;199.493;23839
23;19;1:38.808;198.603;23840
50;20;1:39.376;197.468;23841
35;2;1:45.412;205.012;23842
50;7;1:46.523;202.874;23843
51;6;1:46.206;203.480;23844
38;4;1:45.530;204.783;23845
50;9;1:46.856;202.242;23846
31;11;1:47.403;201.212;23847
32;12;1:47.449;201.126;23848
50;8;1:46.815;202.319;23849
50;13;1:47.666;200.720;23850
51;17;1:48.288;199.567;23851
51;14;1:47.925;200.239;23852
38;15;1:48.035;200.035;23853
35;16;1:48.155;199.813;23854
37;1;1:45.149;205.525;23855
34;10;1:46.880;202.196;23856
31;5;1:45.771;204.316;23857
34;3;1:45.419;204.999;23858
10;18;1:48.867;198.506;23859
64;3;1:19.133;211.770;23862
56;5;1:19.478;210.850;23863
62;4;1:19.422;210.999;23864
61;2;1:19.128;211.783;23865
61;1;1:18.441;213.638;23866
64;6;1:20.246;208.832;23867
61;9;1:21.324;206.064;23868
64;7;1:20.727;207.588;23869
43;8;1:21.128;206.562;23870
51;14;1:22.122;204.062;23871
60;12;1:22.095;204.129;23872
63;10;1:21.439;205.773;23873
50;15;1:22.487;203.159;23874
57;17;1:22.680;202.685;23875
38;16;1:22.594;202.896;23876
36;13;1:22.117;204.074;23877
23;11;1:21.531;205.541;23878
13;5;1:15.562;158.984;23882
14;7;1:16.065;157.933;23883
15;8;1:16.270;157.508;23884
13;10;1:16.392;157.257;23885
21;9;1:16.312;157.422;23886
63;14;1:17.027;155.960;23887
68;15;1:17.099;155.815;23888
57;6;1:16.061;157.941;23889
60;1;1:14.260;161.772;23890
19;18;1:17.491;155.027;23891
19;12;1:16.936;156.145;23892
24;19;1:17.546;154.917;23893
20;17;1:17.476;155.057;23894
76;11;1:16.864;156.291;23895
74;2;1:14.822;160.557;23896
75;4;1:15.325;159.484;23897
61;3;1:14.944;160.295;23898
17;20;1:17.710;154.590;23899
15;16;1:17.172;155.667;23900
23;13;1:17.018;155.979;23901
57;2;1:13.964;212.260;23902
51;3;1:13.992;212.179;23903
65;1;1:13.864;212.547;23904
59;5;1:14.159;211.701;23905
66;6;1:14.183;211.633;23906
59;4;1:14.075;211.941;23907
64;11;1:15.588;207.699;23908
61;13;1:15.666;207.485;23909
61;12;1:15.610;207.639;23910
65;10;1:15.480;207.996;23911
67;14;1:15.699;207.395;23912
56;9;1:15.470;208.024;23913
65;8;1:15.401;208.214;23914
64;7;1:15.100;209.049;23915
62;18;1:16.403;205.484;23916
55;15;1:15.765;207.214;23917
53;16;1:15.924;206.780;23918
33;17;1:16.180;206.085;23919
49;5;1:34.509;222.531;23922
47;2;1:34.275;223.083;23923
48;3;1:34.398;222.792;23924
37;7;1:35.382;220.494;23925
42;4;1:34.485;222.587;23926
50;8;1:35.425;220.395;23927
41;1;1:34.225;223.201;23928
46;9;1:35.638;219.904;23929
46;11;1:35.873;219.365;23930
45;12;1:35.977;219.127;23931
47;10;1:35.695;219.773;23932
48;14;1:36.675;217.545;23933
37;13;1:36.494;217.953;23934
40;15;1:36.839;217.176;23935
35;16;1:38.300;213.949;23936
48;6;1:35.133;221.071;23937
35;18;1:38.319;213.907;23938
25;17;1:38.319;213.907;23939
70;4;1:07.442;230.491;23942
71;1;1:06.957;232.160;23943
67;2;1:07.082;231.728;23944
17;16;1:09.071;225.055;23945
70;7;1:08.476;227.010;23946
64;11;1:08.850;225.777;23947
66;8;1:08.504;226.918;23948
69;9;1:08.661;226.399;23949
68;14;1:09.006;225.267;23950
67;6;1:08.216;227.876;23951
38;19;1:09.295;224.327;23952
37;10;1:08.766;226.053;23953
64;13;1:08.971;225.381;23954
68;18;1:09.203;224.626;23955
63;12;1:08.894;225.633;23956
58;3;1:07.241;231.180;23957
42;17;1:09.171;224.730;23958
46;5;1:07.591;229.983;23959
12;15;1:09.044;225.143;23960
7;20;1:10.380;220.869;23961
47;1;1:30.696;233.831;23962
52;3;1:31.245;232.424;23963
51;2;1:30.795;233.576;23964
43;4;1:31.377;232.089;23965
46;5;1:31.589;231.551;23966
48;7;1:33.405;227.049;23967
48;13;1:33.606;226.562;23968
52;10;1:33.482;226.862;23969
48;12;1:33.604;226.567;23970
48;9;1:33.472;226.887;23971
48;11;1:33.551;226.695;23972
48;15;1:33.869;225.927;23973
48;8;1:33.465;226.904;23974
52;18;1:34.620;224.134;23975
42;6;1:32.007;230.499;23977
28;16;1:34.391;224.678;23978
25;17;1:34.602;224.177;23979
26;14;1:33.675;226.395;23980
3;19;1:35.209;222.747;23981
66;1;1:15.545;217.968;23983
65;2;1:15.721;217.461;23984
64;4;1:15.990;216.691;23985
66;3;1:15.852;217.085;23986
66;16;1:17.910;211.351;23987
66;5;1:16.716;214.641;23988
66;15;1:17.867;211.468;23989
64;17;1:17.941;211.267;23990
65;12;1:17.745;211.800;23991
66;9;1:17.681;211.974;23992
66;10;1:17.697;211.930;23993
63;7;1:17.430;212.661;23994
67;8;1:17.537;212.368;23995
66;13;1:17.762;211.753;23996
64;14;1:17.852;211.509;23997
60;11;1:17.741;211.811;23998
35;19;1:18.861;208.802;23999
