fastestLap;rank;fastestLapTime;fastestLapSpeed;resultId
14;12;1:35.777;203.422;24228
45;11;1:35.589;203.822;24229
42;8;1:35.291;204.460;24230
39;16;1:36.752;201.372;24231
51;14;1:36.330;202.254;24232
42;7;1:35.237;204.575;24233
40;5;1:34.934;205.228;24234
41;13;1:35.892;203.178;24235
31;17;1:37.037;200.781;24236
14;19;1:37.313;200.211;24237
13;20;1:37.903;199.005;24238
14;6;1:35.215;204.623;24239
42;15;1:36.697;201.487;24240
42;10;1:35.586;203.829;24241
3;18;1:37.262;200.316;24242
47;5;1:35.892;204.642;24243
38;4;1:34.872;206.842;24244
37;2;1:34.836;206.921;24245
45;6;1:36.143;204.108;24246
45;3;1:34.860;206.869;24247
55;1;1:34.742;207.126;24248
38;16;1:38.632;198.957;24249
37;17;1:38.702;198.816;24250
27;12;1:37.812;200.625;24251
22;18;1:38.901;198.416;24252
37;8;1:36.873;202.570;24253
46;7;1:36.678;202.978;24254
35;10;1:37.471;201.327;24255
44;11;1:37.502;201.263;24256
32;14;1:38.048;200.142;24257
51;9;1:37.283;201.716;24258
28;20;1:39.772;196.684;24259
37;15;1:38.346;199.536;24260
27;13;1:37.975;200.291;24261
14;19;1:39.677;196.871;24262
50;2;1:44.024;207.748;24263
48;3;1:44.166;207.465;24264
46;4;1:44.629;206.546;24265
39;5;1:44.794;206.221;24266
50;1;1:43.009;209.795;24267
49;7;1:45.524;204.795;24268
43;10;1:45.807;204.247;24269
43;6;1:45.394;205.047;24270
38;12;1:46.009;203.858;24271
48;13;1:46.479;202.958;24272
49;9;1:45.754;204.349;24273
45;11;1:45.969;203.935;24274
42;14;1:46.682;202.572;24275
43;17;1:47.407;201.204;24276
42;16;1:47.251;201.497;24277
45;19;1:47.709;200.640;24278
34;8;1:45.712;204.430;24279
33;20;1:48.517;199.146;24280
28;18;1:47.681;200.692;24281
29;15;1:46.767;202.410;24282
54;1;1:18.492;213.499;24283
55;2;1:18.737;212.835;24284
57;3;1:19.769;210.081;24285
64;4;1:19.820;209.947;24286
57;5;1:20.002;209.469;24287
57;6;1:20.536;208.080;24288
66;9;1:20.770;207.478;24289
59;10;1:20.859;207.249;24290
64;8;1:20.726;207.591;24291
64;12;1:21.057;206.743;24292
65;11;1:21.028;206.817;24293
56;7;1:20.615;207.876;24294
65;13;1:21.282;206.171;24295
66;14;1:21.382;205.917;24296
65;16;1:21.859;204.717;24297
64;15;1:21.833;204.782;24298
64;17;1:22.382;203.418;24299
65;19;1:23.202;201.413;24300
28;20;1:23.226;201.355;24301
28;18;1:22.561;202.977;24302
9;6;1:16.167;157.721;24306
9;9;1:16.277;157.494;24307
65;2;1:15.163;159.828;24308
9;7;1:16.229;157.593;24309
72;1;1:14.279;161.730;24310
32;5;1:15.891;158.295;24311
31;10;1:16.288;157.471;24312
43;3;1:15.607;158.890;24313
78;4;1:15.697;158.701;24314
41;16;1:16.746;156.531;24315
61;13;1:16.413;157.214;24316
61;17;1:16.992;156.031;24317
67;15;1:16.613;156.803;24318
65;8;1:16.276;157.496;24319
76;18;1:17.038;155.938;24320
45;12;1:16.379;157.284;24321
50;14;1:16.436;157.166;24322
32;19;1:17.388;155.233;24323
46;11;1:16.299;157.448;24324
6;20;1:19.151;151.775;24325
62;4;1:14.813;209.851;24326
57;5;1:14.875;209.677;24327
63;2;1:14.356;211.140;24328
69;1;1:13.078;214.833;24329
67;3;1:14.767;209.980;24330
55;9;1:16.075;206.370;24331
57;7;1:15.995;206.587;24332
51;10;1:16.157;206.147;24333
47;8;1:16.043;206.456;24334
44;11;1:16.198;206.036;24335
37;15;1:16.471;205.301;24336
61;13;1:16.314;205.723;24337
69;14;1:16.365;205.586;24338
60;12;1:16.245;205.909;24339
60;6;1:15.442;208.101;24340
58;17;1:17.241;203.254;24341
41;19;1:17.309;203.075;24342
64;18;1:17.285;203.139;24343
47;16;1:17.151;203.491;24344
4;20;1:18.023;201.217;24345
53;2;1:32.764;226.717;24346
43;3;1:33.586;224.725;24347
40;4;1:33.828;224.146;24348
38;5;1:34.162;223.351;24349
53;1;1:32.740;226.775;24350
52;6;1:34.561;222.408;24351
47;8;1:34.873;221.677;24352
46;10;1:34.950;221.497;24353
45;7;1:34.754;221.955;24354
47;15;1:35.197;220.922;24355
42;14;1:35.150;221.032;24356
42;11;1:35.014;221.348;24357
44;9;1:34.924;221.558;24358
43;16;1:35.225;220.857;24359
51;12;1:35.029;221.313;24360
50;13;1:35.115;221.113;24361
50;18;1:35.692;219.780;24362
50;20;1:36.608;217.696;24363
51;19;1:35.830;219.463;24364
42;17;1:35.691;219.782;24365
60;1;1:07.475;230.378;24366
58;3;1:07.994;228.620;24367
53;7;1:08.565;226.716;24368
62;2;1:07.676;229.694;24369
69;5;1:08.050;228.432;24370
69;8;1:08.699;226.274;24371
63;9;1:08.790;225.974;24372
53;6;1:08.117;228.207;24373
57;15;1:09.126;224.876;24374
57;13;1:09.051;225.120;24375
67;14;1:09.061;225.087;24376
65;4;1:08.019;228.536;24377
59;16;1:09.248;224.480;24378
57;17;1:09.288;224.350;24379
59;11;1:08.946;225.463;24380
56;12;1:08.987;225.329;24381
58;18;1:09.498;223.672;24382
52;19;1:09.926;222.303;24383
69;10;1:08.903;225.604;24384
55;20;1:10.964;219.051;24385
52;1;1:27.369;242.735;24386
47;2;1:27.406;242.633;24387
47;5;1:29.313;237.452;24388
48;8;1:29.544;236.839;24389
45;4;1:29.272;237.561;24390
50;11;1:29.757;236.277;24391
50;9;1:29.624;236.628;24392
51;14;1:30.034;235.551;24393
51;12;1:29.910;235.875;24394
51;13;1:29.949;235.773;24395
50;10;1:29.636;236.596;24396
46;15;1:30.872;233.378;24397
49;6;1:29.390;237.248;24398
50;16;1:31.013;233.017;24399
50;17;1:31.509;231.754;24400
46;3;1:28.733;239.004;24401
50;7;1:29.456;237.072;24402
17;18;1:32.464;229.360;24403
4;20;1:34.350;224.775;24404
5;19;1:33.425;227.001;24405
61;1;1:16.645;214.839;24406
63;2;1:16.794;214.423;24407
61;6;1:17.708;211.900;24408
61;8;1:17.831;211.566;24409
63;9;1:17.841;211.538;24410
63;10;1:17.850;211.514;24411
55;7;1:17.746;211.797;24412
62;5;1:17.507;212.450;24413
64;12;1:18.811;208.935;24414
63;13;1:19.062;208.271;24415
60;3;1:17.485;212.510;24416
60;15;1:19.563;206.960;24417
60;14;1:19.300;207.646;24418
56;4;1:17.495;212.483;24419
54;11;1:18.272;210.374;24420
18;17;1:29.576;183.826;24421
17;16;1:27.697;187.764;24422
16;18;1:31.081;180.788;24423
10;19;1:32.654;177.719;24424
60;2;1:18.528;200.840;24426
69;1;1:17.103;204.552;24427
65;4;1:19.786;197.673;24428
49;5;1:20.493;195.937;24429
66;10;1:21.002;194.706;24430
65;12;1:21.045;194.602;24431
65;9;1:20.880;195.000;24432
59;3;1:19.331;198.807;24433
65;13;1:21.188;194.260;24434
65;7;1:20.621;195.626;24435
47;15;1:21.734;192.962;24436
59;14;1:21.650;193.161;24437
67;11;1:21.008;194.691;24438
49;8;1:20.839;195.098;24439
55;16;1:21.932;192.496;24440
66;17;1:22.386;191.435;24441
52;6;1:20.603;195.670;24442
64;19;1:23.134;189.712;24443
42;20;1:23.436;189.026;24444
46;18;1:22.809;190.457;24445
23;4;1:46.664;236.390;24446
24;3;1:46.580;236.577;24447
27;2;1:46.465;236.832;24448
36;1;1:46.409;236.957;24449
41;5;1:47.507;234.537;24450
29;13;1:48.781;231.790;24451
26;7;1:48.143;233.157;24452
34;9;1:48.349;232.714;24453
21;17;1:49.700;229.848;24454
34;10;1:48.357;232.697;24455
21;8;1:48.321;232.774;24456
33;11;1:48.677;232.012;24457
18;16;1:49.274;230.744;24458
21;18;1:50.451;228.285;24459
34;14;1:48.860;231.622;24460
37;12;1:48.753;231.850;24461
33;15;1:49.220;230.858;24462
31;6;1:47.560;234.421;24463
47;4;1:23.009;251.235;24466
47;3;1:22.859;251.690;24467
51;1;1:21.779;255.014;24468
53;7;1:23.466;249.859;24469
53;8;1:23.641;249.337;24470
45;6;1:23.364;250.165;24471
35;9;1:23.770;248.953;24472
41;5;1:23.143;250.830;24473
44;15;1:24.503;246.793;24474
52;11;1:24.044;248.141;24475
51;10;1:23.885;248.611;24476
31;12;1:24.165;247.784;24477
50;2;1:22.799;251.872;24478
51;16;1:24.842;245.807;24479
52;13;1:24.419;247.039;24480
31;17;1:24.985;245.393;24481
47;18;1:24.989;245.382;24482
38;14;1:24.443;246.968;24483
19;20;1:25.772;243.142;24484
10;19;1:25.637;243.525;24485
57;5;1:44.802;173.916;24486
59;4;1:44.723;174.047;24487
56;8;1:45.176;173.298;24488
58;7;1:44.914;173.730;24489
58;2;1:43.534;176.046;24490
59;9;1:45.260;173.159;24491
58;11;1:45.716;172.412;24492
58;13;1:45.769;172.326;24493
59;12;1:45.765;172.333;24494
59;10;1:45.630;172.553;24495
54;16;1:46.274;171.507;24496
41;15;1:45.969;172.001;24497
57;6;1:44.896;173.760;24498
55;14;1:45.915;172.088;24499
57;3;1:44.371;174.634;24500
59;18;1:46.793;170.674;24501
58;1;1:42.301;178.168;24502
18;19;1:47.062;170.245;24503
15;17;1:46.683;170.850;24504
29;20;1:48.285;168.322;24505
51;1;1:35.761;219.847;24506
50;3;1:36.316;218.580;24507
52;2;1:36.193;218.860;24508
47;5;1:36.937;217.180;24509
50;4;1:36.762;217.573;24510
53;6;1:38.020;214.780;24511
49;7;1:38.043;214.730;24512
52;11;1:38.301;214.166;24513
53;8;1:38.130;214.539;24514
53;12;1:38.519;213.692;24515
53;15;1:38.611;213.493;24516
52;9;1:38.228;214.325;24517
51;13;1:38.589;213.541;24518
51;14;1:38.606;213.504;24519
51;16;1:38.696;213.309;24520
24;19;1:42.327;205.740;24521
18;18;1:41.705;206.998;24522
16;10;1:38.245;214.288;24523
22;17;1:41.284;207.859;24524
49;4;1:31.862;227.571;24526
38;5;1:32.122;226.929;24527
45;1;1:30.983;229.770;24528
36;8;1:32.775;225.332;24529
46;12;1:33.563;223.434;24530
48;2;1:31.611;228.195;24531
43;17;1:35.321;219.313;24532
46;7;1:32.621;225.706;24533
26;14;1:34.713;220.721;24534
47;10;1:33.239;224.210;24535
31;13;1:34.116;222.121;24536
50;9;1:33.190;224.328;24537
18;16;1:34.988;220.082;24538
51;6;1:32.369;226.322;24539
49;3;1:31.732;227.894;24540
27;18;1:35.458;218.998;24541
44;19;1:36.332;217.012;24542
10;20;1:37.249;214.965;24543
48;11;1:33.481;223.630;24544
47;15;1:34.921;220.237;24545
66;4;1:19.461;194.993;24546
68;3;1:19.381;195.190;24547
66;5;1:19.494;194.912;24548
53;1;1:19.232;195.557;24549
48;2;1:19.325;195.328;24550
65;11;1:20.406;192.702;24551
70;12;1:20.485;192.512;24552
53;9;1:20.146;193.327;24553
53;6;1:19.530;194.824;24554
59;14;1:20.791;191.783;24555
48;7;1:19.905;193.910;24556
68;15;1:20.922;191.473;24557
66;10;1:20.311;192.929;24558
65;16;1:21.014;191.255;24559
53;20;1:21.682;189.691;24560
69;17;1:21.286;190.615;24561
68;18;1:21.581;189.926;24562
63;13;1:20.696;192.009;24563
55;8;1:20.082;193.481;24564
46;19;1:21.643;189.782;24565
68;2;1:07.657;229.758;24626
37;2;1:36.957;204.696;24566
26;7;1:38.446;201.600;24567
42;5;1:38.214;202.077;24568
44;1;1:36.169;206.374;24569
42;3;1:38.029;202.458;24570
28;14;1:40.564;197.354;24571
44;4;1:38.074;202.365;24572
44;15;1:40.844;196.806;24573
47;6;1:38.437;201.619;24574
34;11;1:40.165;198.141;24575
46;9;1:39.608;199.249;24576
41;8;1:38.969;200.535;24577
42;13;1:40.380;197.716;24578
41;10;1:39.964;198.539;24579
52;18;1:41.270;195.979;24580
31;16;1:40.850;196.795;24581
54;17;1:41.239;196.039;24582
42;12;1:40.347;197.781;24583
22;20;1:43.830;191.147;24584
6;19;1:42.165;194.262;24585
61;2;1:10.862;218.909;24586
65;9;1:12.425;214.185;24587
63;16;1:13.158;212.039;24588
65;15;1:13.135;212.106;24589
49;14;1:13.020;212.440;24590
44;11;1:12.733;213.278;24591
46;3;1:11.082;218.232;24592
63;7;1:12.328;214.472;24593
64;12;1:12.840;212.965;24594
49;8;1:12.385;214.304;24595
65;17;1:13.262;211.738;24596
57;19;1:13.752;210.331;24597
29;18;1:13.619;210.711;24598
52;4;1:11.087;218.217;24599
64;13;1:12.934;212.690;24600
63;20;1:14.553;208.072;24601
51;5;1:11.384;217.309;24602
63;6;1:11.423;217.190;24603
65;10;1:12.603;213.660;24604
43;1;1:10.698;219.417;24605
53;1;1:39.283;201.387;24606
55;5;1:41.119;197.731;24607
44;4;1:40.442;199.064;24608
31;2;1:39.715;200.515;24609
55;3;1:40.128;199.688;24610
49;8;1:42.219;195.603;24611
39;11;1:42.639;194.803;24612
50;12;1:43.026;194.071;24613
42;9;1:42.222;195.597;24614
43;7;1:41.294;197.389;24615
51;6;1:41.190;197.592;24616
52;16;1:43.274;193.605;24617
25;14;1:43.142;193.853;24618
22;19;1:43.790;192.642;24619
33;18;1:43.666;192.873;24620
28;15;1:43.256;193.639;24621
50;13;1:43.074;193.981;24622
53;10;1:42.414;195.231;24623
51;20;1:44.500;191.333;24624
25;17;1:43.326;193.507;24625
64;4;1:07.901;228.933;24627
71;1;1:07.475;230.378;24628
67;3;1:07.712;229.572;24629
63;5;1:07.974;228.687;24630
63;6;1:08.305;227.579;24631
64;11;1:09.025;225.205;24632
64;10;1:08.932;225.509;24633
70;9;1:08.796;225.954;24634
71;8;1:08.623;226.524;24635
63;16;1:09.662;223.146;24636
50;13;1:09.135;224.847;24637
50;7;1:08.432;227.156;24638
48;12;1:09.031;225.185;24639
49;14;1:09.317;224.256;24640
46;17;1:10.228;221.347;24641
23;20;1:10.720;219.807;24642
4;18;1:10.326;221.039;24643
8;19;1:10.610;220.150;24644
5;15;1:09.351;224.146;24645
68;3;1:06.719;232.989;24646
62;7;1:07.534;230.177;24647
70;2;1:06.145;235.010;24648
67;6;1:07.299;230.981;24649
66;5;1:07.193;231.345;24650
68;4;1:07.188;231.362;24651
65;10;1:07.833;229.162;24652
65;9;1:07.832;229.166;24653
68;1;1:05.619;236.894;24654
60;13;1:08.378;227.336;24655
57;14;1:08.382;227.322;24656
69;11;1:08.009;228.569;24657
69;12;1:08.047;228.442;24658
54;15;1:08.512;226.891;24659
69;8;1:07.827;229.183;24660
36;16;1:08.601;226.597;24661
68;17;1:08.806;225.922;24662
22;18;1:09.321;224.243;24663
3;19;1:35.379;162.979;24664
70;1;1:16.627;205.823;24666
60;4;1:19.184;199.176;24667
66;2;1:17.665;203.072;24668
68;3;1:18.973;199.708;24669
68;5;1:19.440;198.534;24670
49;14;1:20.363;196.254;24671
39;10;1:20.090;196.923;24672
46;7;1:19.532;198.305;24673
68;15;1:20.477;195.976;24674
67;6;1:19.457;198.492;24675
64;16;1:20.821;195.142;24676
51;18;1:20.946;194.841;24677
42;8;1:19.945;197.280;24678
40;13;1:20.261;196.503;24679
67;17;1:20.889;194.978;24680
61;12;1:20.232;196.574;24681
44;11;1:20.096;196.908;24682
67;9;1:19.984;197.184;24683
64;19;1:21.198;194.236;24684
10;20;1:23.939;187.893;24685
45;3;1:29.238;237.652;24686
52;1;1:27.097;243.494;24687
49;9;1:29.813;236.130;24688
49;5;1:29.482;237.004;24689
41;12;1:30.058;235.488;24690
50;6;1:29.491;236.980;24691
52;7;1:29.603;236.684;24692
52;2;1:28.689;239.123;24693
44;13;1:30.475;234.402;24694
44;15;1:30.537;234.242;24695
41;4;1:29.265;237.580;24696
41;16;1:30.862;233.404;24697
47;10;1:29.948;235.776;24698
49;17;1:30.977;233.109;24699
44;14;1:30.501;234.335;24700
49;8;1:29.782;236.212;24701
49;11;1:29.973;235.710;24702
11;18;1:32.443;229.412;24703
46;2;1:29.465;237.049;24706
43;1;1:28.451;239.766;24707
44;4;1:29.765;236.256;24708
39;8;1:30.552;234.203;24709
46;3;1:29.477;237.017;24710
45;15;1:30.877;233.365;24711
52;6;1:30.087;235.412;24712
50;10;1:30.575;234.144;24713
49;11;1:30.698;233.826;24714
52;12;1:30.738;233.723;24715
52;7;1:30.092;235.399;24716
49;13;1:30.785;233.602;24717
49;9;1:30.556;234.193;24718
39;16;1:31.168;232.621;24719
30;18;1:31.756;231.130;24720
51;14;1:30.793;233.581;24721
37;19;1:31.826;230.954;24722
50;17;1:31.408;232.010;24723
48;5;1:29.950;235.770;24724
39;20;1:31.830;230.944;24725
63;2;1:19.822;209.942;24726
53;4;1:21.477;205.677;24727
66;1;1:18.183;214.343;24728
56;8;1:22.024;204.306;24729
58;16;1:22.515;203.090;24730
59;5;1:21.771;204.938;24731
48;18;1:22.707;202.618;24732
41;11;1:22.194;203.883;24733
44;17;1:22.543;203.021;24734
56;13;1:22.392;203.393;24735
51;14;1:22.464;203.215;24736
47;12;1:22.336;203.531;24737
65;10;1:22.174;203.933;24738
47;7;1:21.888;204.645;24739
64;19;1:23.474;200.757;24740
47;6;1:21.801;204.863;24741
37;15;1:22.503;203.119;24742
60;9;1:22.030;204.291;24743
64;3;1:20.409;208.409;24744
35;20;1:23.968;199.576;24745
28;2;1:47.758;233.990;24746
27;5;1:47.983;233.503;24747
27;8;1:48.305;232.809;24748
44;1;1:47.483;234.589;24749
44;10;1:48.540;232.305;24750
27;12;1:48.736;231.886;24751
39;11;1:48.552;232.279;24752
29;3;1:47.839;233.815;24753
34;13;1:49.136;231.036;24754
20;9;1:48.389;232.628;24755
28;15;1:49.832;229.572;24756
28;14;1:49.822;229.593;24757
31;16;1:49.958;229.309;24758
26;4;1:47.840;233.813;24759
28;17;1:50.018;229.184;24760
32;6;1:48.048;233.362;24761
37;7;1:48.083;233.287;24762
9;19;1:51.793;225.545;24763
5;18;1:51.754;225.624;24764
34;6;1:24.037;248.162;24766
40;2;1:23.882;248.620;24767
42;3;1:23.897;248.576;24768
50;7;1:24.232;247.587;24769
51;5;1:23.961;248.386;24770
38;4;1:23.898;248.573;24771
34;1;1:22.746;252.033;24772
52;11;1:24.490;246.831;24773
44;10;1:24.479;246.863;24774
50;8;1:24.336;247.282;24775
39;16;1:24.999;245.353;24776
48;12;1:24.785;245.972;24777
29;13;1:24.835;245.827;24778
39;9;1:24.421;247.033;24779
48;15;1:24.926;245.564;24780
43;14;1:24.856;245.766;24781
10;17;1:25.539;243.804;24782
19;19;1:26.026;242.424;24783
10;18;1:25.787;243.099;24784
4;20;1:27.107;239.415;24785
58;1;1:18.833;239.518;24786
53;2;1:19.432;237.712;24787
51;3;1:20.039;235.909;24788
57;4;1:20.426;234.774;24789
59;5;1:20.632;234.175;24790
59;7;1:21.198;232.542;24791
51;10;1:21.458;231.800;24792
50;9;1:21.229;232.453;24793
59;6;1:21.164;232.640;24794
59;8;1:21.202;232.531;24795
58;11;1:21.645;231.269;24796
59;13;1:22.263;229.532;24797
42;12;1:22.068;230.077;24798
6;15;2:11.793;143.270;24799
6;14;2:11.365;143.736;24800
4;17;2:13.812;141.108;24801
4;16;2:13.809;141.111;24802
5;18;2:14.103;140.802;24803
51;1;1:37.030;216.972;24806
53;3;1:37.332;216.298;24807
48;7;1:38.075;214.660;24808
52;8;1:38.141;214.515;24809
53;6;1:37.886;215.074;24810
47;11;1:39.053;212.540;24811
48;13;1:39.216;212.191;24812
48;12;1:39.133;212.369;24813
50;2;1:37.231;216.523;24814
51;9;1:38.377;214.001;24815
44;16;1:39.766;211.021;24816
52;17;1:40.380;209.731;24817
46;14;1:39.588;211.398;24818
37;10;1:38.858;212.960;24819
50;5;1:37.377;216.198;24820
47;18;1:41.044;208.352;24821
44;15;1:39.614;211.343;24822
52;4;1:37.352;216.254;24823
58;2;1:28.145;210.253;24826
60;1;1:28.139;210.267;24827
53;3;1:29.584;206.876;24828
58;4;1:29.700;206.608;24829
53;6;1:30.129;205.625;24830
53;5;1:30.110;205.668;24831
54;10;1:30.712;204.303;24832
58;11;1:30.733;204.256;24833
54;14;1:31.562;202.407;24834
38;12;1:30.909;203.861;24835
43;7;1:30.408;204.990;24836
54;9;1:30.512;204.755;24837
37;8;1:30.456;204.881;24838
39;13;1:31.377;202.816;24839
41;16;1:32.214;200.975;24840
40;17;1:32.328;200.727;24841
9;18;1:32.330;200.723;24842
21;19;1:33.189;198.873;24843
8;15;1:31.884;201.697;24844
6;20;1:34.526;196.060;24845
63;1;1:18.750;212.708;24846
66;2;1:19.345;211.113;24847
62;4;1:19.854;209.767;24848
66;7;1:20.408;208.322;24849
65;9;1:20.551;207.952;24850
65;6;1:20.268;208.685;24851
49;11;1:20.802;207.306;24852
61;12;1:20.859;207.160;24853
61;14;1:20.906;207.040;24854
62;10;1:20.731;207.489;24855
60;15;1:21.058;206.652;24856
61;5;1:19.890;209.673;24857
65;3;1:19.360;211.073;24858
62;13;1:20.882;207.101;24859
46;20;1:21.893;204.544;24860
63;16;1:21.460;205.632;24861
59;17;1:21.664;205.118;24862
53;19;1:21.859;204.629;24863
59;8;1:20.449;208.216;24864
45;18;1:21.694;205.043;24865
63;1;1:15.484;234.121;24866
63;2;1:15.902;232.831;24867
62;4;1:17.552;227.878;24868
62;6;1:17.666;227.543;24869
62;12;1:18.173;226.067;24870
49;9;1:18.084;226.325;24871
62;11;1:18.118;226.226;24872
63;8;1:18.069;226.368;24873
63;10;1:18.088;226.313;24874
61;15;1:18.794;224.286;24875
37;14;1:18.719;224.499;24876
44;7;1:17.767;227.248;24877
46;13;1:18.360;225.528;24878
45;17;1:18.822;224.206;24879
63;3;1:16.177;231.991;24880
43;16;1:18.811;224.237;24881
44;5;1:17.637;227.628;24882
45;18;1:19.273;222.930;24883
22;19;1:19.606;221.998;24884
5;20;1:20.403;219.797;24885
56;6;1:39.413;193.302;24886
50;12;1:40.392;191.417;24887
53;8;1:39.662;192.819;24888
47;11;1:39.961;192.242;24889
56;4;1:38.754;194.592;24890
53;3;1:38.431;195.231;24891
54;5;1:39.099;193.915;24892
58;1;1:36.806;198.508;24893
55;10;1:39.921;192.319;24894
54;13;1:40.677;190.875;24895
55;16;1:41.006;190.254;24896
53;17;1:41.019;190.229;24897
53;7;1:39.586;192.966;24898
57;2;1:38.193;195.704;24899
57;9;1:39.743;192.663;24900
51;14;1:40.814;190.616;24901
45;15;1:40.948;190.363;24902
38;18;1:43.281;186.063;24903
32;19;1:43.495;185.678;24904
11;20;1:51.122;172.934;24905
38;3;1:32.864;209.803;24906
48;1;1:32.014;211.741;24907
41;10;1:33.684;207.967;24908
53;7;1:33.588;208.180;24909
46;5;1:33.411;208.575;24910
48;16;1:34.817;205.482;24911
38;2;1:32.827;209.887;24912
28;4;1:33.352;208.706;24913
37;13;1:34.354;206.490;24914
44;8;1:33.625;208.098;24915
35;12;1:34.141;206.957;24916
47;17;1:35.042;204.995;24917
41;11;1:33.861;207.575;24918
39;15;1:34.591;205.973;24919
43;6;1:33.573;208.213;24920
22;14;1:34.536;206.092;24921
29;18;1:35.241;204.567;24922
40;9;1:33.629;208.089;24923
69;3;0:56.789;224.599;24926
75;12;0:57.350;222.402;24927
85;14;0:57.388;222.255;24928
80;9;0:57.165;223.122;24929
57;6;0:56.979;223.850;24930
52;8;0:57.056;223.548;24931
80;7;0:57.001;223.764;24932
60;2;0:56.563;225.497;24933
80;1;0:55.404;230.214;24934
85;11;0:57.270;222.713;24935
53;10;0:57.220;222.908;24936
56;5;0:56.905;224.141;24937
56;4;0:56.887;224.212;24938
56;13;0:57.375;222.305;24939
57;16;0:57.516;221.760;24940
56;15;0:57.392;222.240;24941
56;17;0:57.742;220.892;24942
29;18;0:58.206;219.132;24943
14;2;1:40.958;198.046;24946
40;3;1:41.131;197.707;24947
37;5;1:41.420;197.144;24948
42;4;1:41.227;197.520;24949
53;12;1:41.964;196.092;24950
48;11;1:41.947;196.125;24951
55;1;1:40.926;198.109;24952
53;15;1:42.474;195.116;24953
47;18;1:42.894;194.320;24954
41;9;1:41.866;196.281;24955
47;17;1:42.704;194.679;24956
53;14;1:42.148;195.739;24957
24;10;1:41.908;196.200;24958
37;6;1:41.475;197.037;24959
54;20;1:43.328;193.504;24960
29;7;1:41.675;196.650;24961
49;16;1:42.497;195.073;24962
50;13;1:41.999;196.025;24963
50;8;1:41.707;196.588;24964
6;19;1:43.263;193.625;24965
44;4;1:34.015;207.235;24966
41;2;1:33.228;208.984;24967
56;1;1:32.090;211.566;24968
38;6;1:34.396;206.398;24969
44;3;1:33.970;207.334;24970
39;11;1:34.988;205.112;24971
36;10;1:34.932;205.233;24972
48;7;1:34.509;206.151;24973
38;8;1:34.761;205.603;24974
31;9;1:34.865;205.378;24975
45;14;1:35.192;204.672;24976
32;13;1:35.122;204.823;24977
33;15;1:35.250;204.548;24978
40;12;1:35.036;205.008;24979
26;16;1:35.566;203.871;24980
38;18;1:36.134;202.667;24981
48;5;1:34.090;207.069;24982
16;19;1:36.602;201.685;24983
31;17;1:36.063;202.816;24984
60;2;1:17.524;227.960;24986
60;1;1:16.702;230.403;24987
63;3;1:18.259;225.819;24988
60;6;1:18.379;225.473;24989
60;7;1:18.490;225.154;24990
54;12;1:19.341;222.739;24991
52;9;1:18.994;223.718;24992
59;8;1:18.782;224.320;24993
62;15;1:19.422;222.512;24994
62;14;1:19.417;222.526;24995
62;13;1:19.396;222.585;24996
49;4;1:18.334;225.603;24997
62;5;1:18.353;225.548;24998
57;16;1:19.470;222.378;24999
59;10;1:19.074;223.491;25000
58;11;1:19.193;223.156;25001
55;17;1:20.402;219.800;25002
30;19;1:28.485;199.721;25003
28;18;1:26.543;204.203;25004
47;4;1:20.933;206.971;25006
62;3;1:20.695;207.581;25007
65;1;1:19.865;209.738;25008
55;2;1:20.643;207.715;25009
55;7;1:21.696;205.038;25010
63;6;1:21.496;205.541;25011
34;8;1:21.886;204.562;25012
66;5;1:21.032;206.718;25013
64;10;1:21.987;204.310;25014
65;11;1:22.014;204.243;25015
60;14;1:22.325;203.471;25016
60;13;1:22.167;203.862;25017
60;15;1:22.416;203.246;25018
59;9;1:21.970;204.352;25019
61;12;1:22.058;204.133;25020
60;16;1:22.654;202.661;25021
61;17;1:22.755;202.414;25022
60;18;1:23.155;201.440;25023
64;19;1:23.641;200.270;25024
54;5;1:20.665;208.640;25026
62;1;1:18.149;215.357;25027
65;2;1:19.430;211.884;25028
64;4;1:20.459;209.174;25029
60;3;1:19.483;211.743;25030
60;10;1:21.853;205.612;25031
53;9;1:21.568;206.330;25032
56;7;1:21.279;207.064;25033
46;18;1:23.311;202.014;25034
64;8;1:21.375;206.820;25035
47;11;1:22.607;203.735;25036
54;15;1:22.868;203.094;25037
56;14;1:22.820;203.211;25038
30;17;1:23.208;202.264;25039
42;13;1:22.802;203.255;25040
57;16;1:22.905;203.003;25041
63;6;1:21.182;207.311;25042
54;12;1:22.637;203.661;25043
45;19;1:24.040;200.261;25044
5;20;1:24.825;198.408;25045
35;5;1:14.621;160.989;25047
58;6;1:14.649;160.929;25046
76;7;1:14.670;160.883;25048
32;3;1:14.552;161.138;25049
33;11;1:15.316;159.503;25050
71;14;1:15.412;159.300;25051
69;1;1:12.909;164.769;25052
74;8;1:14.674;160.875;25053
41;12;1:15.316;159.503;25054
41;13;1:15.331;159.472;25055
55;9;1:14.971;160.237;25056
43;4;1:14.578;161.082;25057
70;10;1:15.026;160.120;25058
59;15;1:15.539;159.033;25059
66;16;1:15.573;158.961;25060
66;2;1:14.037;162.259;25061
64;19;1:16.866;156.287;25062
51;18;1:16.425;157.189;25063
18;17;1:15.706;158.682;25064
45;2;1:44.687;206.432;25066
41;4;1:44.890;206.032;25067
44;6;1:45.220;205.386;25068
46;8;1:45.382;205.071;25069
41;7;1:45.326;205.180;25070
42;11;1:45.624;204.601;25071
